,ASX code,Company name,GICs industry group,Listing date,Market Cap
635,ECP.AX,ECP EMERGING GROWTH LIMITED,Not Applic,14/08/2014,19072652
636,ECS.AX,ECS BOTANICS HOLDINGS LTD,"Pharmaceuticals, Biotechnology & Life Sciences",13/03/1986,22134613
637,ECT.AX,ENVIRONMENTAL CLEAN TECHNOLOGIES LIMITED.,Commercial & Professional Services,05/02/1986,17336274
638,EDC.AX,EILDON CAPITAL GROUP,Financial Services,28/02/2017,45737504
639,EDE.AX,EDEN INNOVATIONS LTD,Energy,06/06/2006,8990833
640,EDU.AX,EDU HOLDINGS LIMITED,Consumer Services,25/06/2004,28086455
641,EDV.AX,ENDEAVOUR GROUP LIMITED,Consumer Staples Distribution & Retail,24/06/2021,11014527105
642,EEG.AX,EMPIRE ENERGY GROUP LIMITED,Energy,30/08/1984,127564989
643,EEL.AX,ENRG ELEMENTS LTD,Materials,01/07/2011,11101577
644,EFE.AX,EASTERN RESOURCES LIMITED,Materials,16/05/2008,13661411
645,EG1.AX,EVERGREEN LITHIUM LIMITED,Materials,11/04/2023,63377405
646,EGG.AX,ENERO GROUP LIMITED,Media & Entertainment,30/04/2004,128611632
647,EGH.AX,EUREKA GROUP HOLDINGS LIMITED,Real Estate Management & Development,01/07/2004,138489191
648,EGL.AX,ENVIRONMENTAL GROUP LIMITED (THE),Capital Goods,12/02/1981,73267791
649,EGN.AX,ENGENCO LIMITED,Capital Goods,14/12/2006,126260102
650,EGR.AX,ECOGRAF LIMITED,Materials,29/10/2010,65298352
651,EGY.AX,ENERGY TECHNOLOGIES LIMITED,Capital Goods,22/10/1992,10805115
652,EHE.AX,ESTIA HEALTH LIMITED,Health Care Equipment & Services,05/12/2014,756997830
653,EHL.AX,EMECO HOLDINGS LIMITED,Capital Goods,28/07/2006,345136739
654,EIQ.AX,ECHOIQ LIMITED,Software & Services,17/12/2010,73232700
655,EL8.AX,ELEVATE URANIUM LTD,Energy,23/10/1985,85403672
656,ELD.AX,ELDERS LIMITED,"Food, Beverage & Tobacco",30/06/1981,1001450074
657,ELE.AX,ELMORE LTD,Materials,25/02/1998,11195071
658,ELS.AX,ELSIGHT LIMITED,Technology Hardware & Equipment,08/06/2017,39834689
659,ELT.AX,ELEMENTOS LIMITED,Materials,23/12/2009,26289911
660,EM2.AX,EAGLE MOUNTAIN MINING LIMITED,Materials,16/03/2018,30191719
661,EMB.AX,EMBELTON LIMITED,Capital Goods,01/01/1974,22657499
662,EMC.AX,EVEREST METALS CORPORATION LTD,Energy,18/10/2006,18120635
663,EMD.AX,EMYRIA LIMITED,Health Care Equipment & Services,12/02/2020,40085411
664,EME.AX,ENERGY METALS LTD,Energy,09/09/2005,23065164
665,EMH.AX,EUROPEAN METALS HOLDINGS LIMITED,Materials,19/07/2012,182766217
666,EML.AX,EML PAYMENTS LIMITED,Financial Services,18/01/2006,230000239
667,EMN.AX,EURO MANGANESE INC,Materials,02/10/2018,70467115
668,EMP.AX,EMPEROR ENERGY LIMITED,Energy,05/06/1987,3226350
669,EMR.AX,EMERALD RESOURCES NL,Materials,22/07/1994,1238560893
670,EMS.AX,EASTERN METALS LIMITED,Materials,25/10/2021,2973001
671,EMT.AX,EMETALS LIMITED,Not Applic,26/10/2010,7650000
672,EMU.AX,EMU NL,Materials,27/02/2008,2900043
673,EMUCA.AX,EMU NL,Materials,27/02/2008,2900043
674,EMV.AX,EMVISION MEDICAL DEVICES LTD,Health Care Equipment & Services,13/12/2018,95056565
675,ENA.AX,ENSURANCE LTD,Insurance,23/09/2011,18932744
676,ENN.AX,ELANOR INVESTORS GROUP,Consumer Services,11/07/2014,218157392
677,ENR.AX,ENCOUNTER RESOURCES LIMITED,Materials,24/03/2006,104814332
678,ENT.AX,ENTERPRISE METALS LIMITED,Materials,20/06/2007,2917884
679,ENV.AX,ENOVA MINING LIMITED,Materials,13/04/2007,3127435
680,ENX.AX,ENEGEX LIMITED,Materials,08/10/2013,7378320
681,EOF.AX,ECOFIBRE LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",29/03/2019,75081128
682,EOL.AX,ENERGY ONE LIMITED,Software & Services,15/01/2007,87744769
683,EOS.AX,ELECTRO OPTIC SYSTEMS HOLDINGS LIMITED,Capital Goods,23/10/2000,142982065
684,EP1.AX,E&P FINANCIAL GROUP LIMITED,Financial Services,14/05/2018,95072036
685,EPM.AX,ECLIPSE METALS LIMITED.,Energy,17/02/2011,30420897
686,EPN.AX,EPSILON HEALTHCARE LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",04/05/2017,5406372
687,EPX.AX,EP&T GLOBAL LIMITED,Software & Services,12/05/2021,9364188
688,EPY.AX,EARLYPAY LTD,Financial Services,23/02/2010,56536095
689,EQE.AX,EQUUS MINING LIMITED,Materials,12/12/1995,SUSPENDED
690,EQN.AX,EQUINOX RESOURCES LIMITED.,Materials,13/10/2021,12892500
691,EQR.AX,EQ RESOURCES LIMITED,Materials,06/06/2006,102864086
692,EQS.AX,EQUITY STORY GROUP LTD,Financial Services,03/05/2022,4493725
693,EQT.AX,EQT HOLDINGS LIMITED,Financial Services,06/08/1985,694454554
694,EQX.AX,EQUATORIAL RESOURCES LIMITED,Materials,14/05/1987,20780983
695,ERA.AX,ENERGY RESOURCES OF AUSTRALIA LIMITED,Energy,19/11/1980,664448976
696,ERD.AX,EROAD LIMITED,Technology Hardware & Equipment,18/09/2020,127598565
697,ERG.AX,ENECO REFRESH LTD,"Food, Beverage & Tobacco",29/03/2006,4630092
698,ERL.AX,EMPIRE RESOURCES LIMITED,Materials,01/02/2007,4451740
699,ERM.AX,EMMERSON RESOURCES LIMITED,Materials,17/12/2007,33227297
700,ERW.AX,ERRAWARRA RESOURCES LTD,Materials,14/12/2020,11495760
701,ESK.AX,ETHERSTACK PLC,Software & Services,07/09/2012,48729741
702,ESR.AX,ESTRELLA RESOURCES LIMITED,Materials,09/05/2012,14835719
703,ESS.AX,ESSENTIAL METALS LIMITED,Materials,04/12/2003,112378011
704,ETM.AX,ENERGY TRANSITION MINERALS LTD,Materials,20/06/2006,50162528
705,ETR.AX,ENTYR LIMITED,Commercial & Professional Services,02/11/2006,24273985
706,EUR.AX,EUROPEAN LITHIUM LIMITED,Materials,02/12/2010,148923918
707,EV1.AX,EVOLUTION ENERGY MINERALS LIMITED,Materials,16/11/2021,37462500
708,EVE.AX,EVE HEALTH GROUP LIMITED.,Financial Services,08/04/2004,5274483
709,EVG.AX,EVION GROUP NL,Materials,19/01/2018,13523460
710,EVN.AX,EVOLUTION MINING LIMITED,Materials,20/08/2002,6073904016
711,EVO.AX,EMBARK EDUCATION GROUP LIMITED,Consumer Services,05/12/2014,93336448
712,EVR.AX,EV RESOURCES LTD,Materials,07/12/1994,12167793
713,EVS.AX,ENVIROSUITE LIMITED,Software & Services,11/02/2008,108497603
714,EVT.AX,EVT LIMITED,Media & Entertainment,30/06/1962,1955291833
715,EVZ.AX,EVZ LIMITED,Capital Goods,26/04/1985,17791733
716,EWC.AX,ENERGY WORLD CORPORATION LTD,Utilities,08/12/1988,SUSPENDED
717,EX1.AX,EXOPHARM LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",18/12/2018,3954808
718,EXL.AX,ELIXINOL WELLNESS LIMITED,Household & Personal Products,08/01/2018,5940888
719,EXP.AX,EXPERIENCE CO LIMITED,Consumer Services,27/03/2015,177190803
720,EXR.AX,ELIXIR ENERGY LIMITED,Energy,19/07/2004,82119358
721,EYE.AX,NOVA EYE MEDICAL LIMITED,Health Care Equipment & Services,12/10/1987,51388531
722,EZL.AX,EUROZ HARTLEYS GROUP LIMITED,Financial Services,02/08/1971,181631896
723,EZZ.AX,EZZ LIFE SCIENCE HOLDINGS LIMITED,Consumer Discretionary Distribution & Retail,03/03/2021,22206600
724,FAL.AX,FALCON METALS LTD,Materials,22/12/2021,38055000
725,FAR.AX,FAR LIMITED,Energy,23/01/1986,76401833
726,FAU.AX,FIRST AU LIMITED,Materials,01/01/1970,4355980
727,FBM.AX,FUTURE BATTERY MINERALS LIMITED,Materials,01/09/2011,55619867
728,FBR.AX,FBR LTD,Capital Goods,08/02/2001,106398051
729,FBU.AX,FLETCHER BUILDING LIMITED,Capital Goods,26/03/2001,3711626645
730,FCL.AX,FINEOS CORPORATION HOLDINGS PLC,Software & Services,16/08/2019,698484372
731,FCT.AX,FIRSTWAVE CLOUD TECHNOLOGY LIMITED,Software & Services,11/05/2011,68176722
732,FDR.AX,FINDER ENERGY HOLDINGS LIMITED,Energy,08/04/2022,11655000
733,FDV.AX,FRONTIER DIGITAL VENTURES LIMITED,Media & Entertainment,26/08/2016,147284148
734,FEG.AX,FAR EAST GOLD LTD,Materials,28/03/2022,64408074
735,FEX.AX,FENIX RESOURCES LTD,Materials,04/08/2008,148961290
736,FFF.AX,FORBIDDEN FOODS LIMITED,"Food, Beverage & Tobacco",31/08/2020,2494419
737,FFG.AX,FATFISH GROUP LIMITED,Financial Services,23/11/1995,15234784
738,FFI.AX,FFI HOLDINGS LIMITED,"Food, Beverage & Tobacco",15/01/1987,38737321
739,FFT.AX,FUTURE FIRST TECHNOLOGIES LTD,Commercial & Professional Services,02/12/2013,10722548
740,FFX.AX,FIREFINCH LIMITED,Materials,06/12/2006,SUSPENDED
741,FG1.AX,FLYNN GOLD LIMITED,Materials,17/06/2021,9105014
742,FGG.AX,FUTURE GENERATION GLOBAL LIMITED,Not Applic,10/09/2015,443848661
743,FGL.AX,FRUGL GROUP LIMITED,Software & Services,10/08/2004,9560620
744,FGR.AX,FIRST GRAPHENE LIMITED,Materials,08/08/1994,41314369
745,FGX.AX,FUTURE GENERATION AUSTRALIA LIMITED,Not Applic,06/03/1997,438549389
746,FHE.AX,FRONTIER ENERGY LIMITED,Materials,18/12/2009,122589019
747,FHS.AX,FREEHILL MINING LIMITED.,Materials,16/01/2017,SUSPENDED
748,FID.AX,FIDUCIAN GROUP LIMITED,Financial Services,09/02/2015,177848570
749,FIN.AX,FIN RESOURCES LIMITED,Materials,02/11/1989,8659495
750,FLC.AX,FLUENCE CORPORATION LIMITED,Capital Goods,18/12/2007,104088645
751,FLN.AX,FREELANCER LIMITED,Commercial & Professional Services,15/11/2013,92603504
752,FLT.AX,FLIGHT CENTRE TRAVEL GROUP LIMITED,Consumer Services,01/12/1995,4179971917
753,FLX.AX,FELIX GROUP HOLDINGS LTD,Software & Services,12/01/2021,18806366
754,FME.AX,FUTURE METALS NL,Energy,16/08/2007,14875345
755,FMG.AX,FORTESCUE METALS GROUP LTD,Materials,19/03/1987,66290114685
756,FML.AX,FOCUS MINERALS LTD,Materials,13/09/2000,48714970
757,FMS.AX,FLINDERS MINES LIMITED,Materials,20/02/2002,70916402
758,FND.AX,FINDI LIMITED,Software & Services,08/08/2001,14948031
759,FNX.AX,FINEXIA FINANCIAL GROUP LIMITED,Financial Services,21/12/2006,14389673
760,FOR.AX,FORAGER AUSTRALIAN SHARES FUND,Not Applic,16/12/2016,120105605
761,FOS.AX,FOS CAPITAL LTD,Capital Goods,07/06/2021,9685105
762,FPC.AX,FAT PROPHETS GLOBAL CONTRARIAN FUND LTD,Not Applic,22/03/2017,25364915
763,FPH.AX,FISHER & PAYKEL HEALTHCARE CORPORATION LIMITED,Health Care Equipment & Services,21/11/2001,12752408346
764,FPP.AX,FAT PROPHETS GLOBAL PROPERTY FUND,Not Applic,10/10/2017,15169196
765,FPR.AX,FLEETPARTNERS GROUP LIMITED,Financial Services,22/04/2015,661744123
766,FRB.AX,FIREBIRD METALS LIMITED,Materials,18/03/2021,6576750
767,FRE.AX,FIREBRICK PHARMA LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",28/01/2022,28199478
768,FRI.AX,FINBAR GROUP LIMITED,Real Estate Management & Development,05/08/1994,178240658
769,FRM.AX,FARM PRIDE FOODS LIMITED,"Food, Beverage & Tobacco",19/12/1997,17982232
770,FRS.AX,FORRESTANIA RESOURCES LIMITED,Materials,30/09/2021,5737691
771,FRSN.AX,FORRESTANIA RESOURCES LIMITED,Materials,30/09/2021,5737691
772,FRX.AX,FLEXIROAM LIMITED,Telecommunication Services,16/06/2015,25216485
773,FSA.AX,FSA GROUP LIMITED,Financial Services,11/01/2001,121113456
774,FSF.AX,FONTERRA SHAREHOLDERS' FUND,"Food, Beverage & Tobacco",30/11/2012,345863372
775,FSG.AX,FIELD SOLUTIONS HOLDINGS LIMITED,Telecommunication Services,26/04/2005,38187080
776,FSI.AX,FLAGSHIP INVESTMENTS LIMITED,Not Applic,20/12/2000,42535198
777,FTC.AX,FINTECH CHAIN LIMITED,Financial Services,20/11/2012,9761544
778,FTL.AX,FIRETAIL RESOURCES LIMITED,Materials,13/04/2022,9240000
779,FTZ.AX,FERTOZ LIMITED,Materials,02/09/2013,25700149
780,FWD.AX,FLEETWOOD LIMITED,Consumer Durables & Apparel,15/04/1987,204597536
781,FXG.AX,FELIX GOLD LIMITED,Materials,31/01/2022,15985209
782,FYI.AX,FYI RESOURCES LIMITED,Materials,20/01/1994,36651759
783,FZR.AX,FITZROY RIVER CORPORATION LTD,Energy,04/03/1998,19971536
784,G1A.AX,GALENA MINING LIMITED,Materials,07/09/2017,86545399
785,G50.AX,GOLD 50 LIMITED,Materials,06/08/2021,16961875
786,G6M.AX,GROUP 6 METALS LIMITED,Materials,21/09/1967,126420514
787,G88.AX,GOLDEN MILE RESOURCES LTD,Materials,19/06/2017,13175580
788,GAL.AX,GALILEO MINING LTD,Materials,29/05/2018,107705585
789,GAP.AX,GALE PACIFIC LIMITED,Consumer Durables & Apparel,14/12/2000,49750748
790,GAS.AX,STATE GAS LIMITED,Energy,10/10/2017,37097330
791,GBE.AX,GLOBE METALS & MINING LIMITED,Materials,09/12/2005,29899353
792,GBR.AX,GREAT BOULDER RESOURCES LIMITED,Materials,18/11/2016,38827789
793,GBZ.AX,GBM RESOURCES LIMITED,Materials,24/10/2007,11703258
794,GC1.AX,GLENNON SMALL COMPANIES LIMITED,Not Applic,21/08/2015,24611514
795,GCI.AX,GRYPHON CAPITAL INCOME TRUST,Not Applic,25/05/2018,466870892
796,GCM.AX,GREEN CRITICAL MINERALS LIMITED,Materials,15/11/2007,14797179
797,GCR.AX,GOLDEN CROSS RESOURCES LTD,Materials,27/03/1996,2194512
798,GCX.AX,GCX METALS LIMITED,Energy,20/12/2012,5387582
799,GCY.AX,GASCOYNE RESOURCES LIMITED,Materials,11/12/2009,153477294
800,GDA.AX,GOOD DRINKS AUSTRALIA LTD,"Food, Beverage & Tobacco",13/12/2006,68019313
801,GDC.AX,GLOBAL DATA CENTRE GROUP,Not Applic,31/10/2019,126727392
802,GDF.AX,GARDA PROPERTY GROUP,Equity Real Estate Investment Trusts (REITs),02/07/2015,286831895
803,GDG.AX,GENERATION DEVELOPMENT GROUP LIMITED,Insurance,11/12/2007,244984520
804,GDI.AX,GDI PROPERTY GROUP,Equity Real Estate Investment Trusts (REITs),17/12/2013,358824845
805,GED.AX,GOLDEN DEEPS LIMITED.,Materials,04/12/1986,6931360
806,GEM.AX,G8 EDUCATION LIMITED,Consumer Services,05/12/2007,817601195
807,GEN.AX,GENMIN LIMITED,Materials,10/03/2021,65436069
808,GES.AX,GENESIS RESOURCES LIMITED,Materials,27/10/2009,3914206
809,GFL.AX,GLOBAL MASTERS FUND LIMITED,Not Applic,16/05/2006,26164508
810,GFN.AX,GEFEN INTERNATIONAL A.I. LTD,Software & Services,21/07/2021,897959
811,GGE.AX,GRAND GULF ENERGY LIMITED,Energy,20/03/1998,20940588
812,GGX.AX,GAS2GRID LIMITED,Energy,13/05/2005,8178204
813,GHY.AX,GOLD HYDROGEN LIMITED,Energy,13/01/2023,36400000
814,GIB.AX,GIBB RIVER DIAMONDS LIMITED,Materials,01/07/2008,7825849
815,GL1.AX,GLOBAL LITHIUM RESOURCES LIMITED,Materials,06/05/2021,383396269
816,GLA.AX,GLADIATOR RESOURCES LIMITED,Materials,27/06/2006,6007869
817,GLB.AX,GLOBE INTERNATIONAL LIMITED,Consumer Durables & Apparel,24/05/2001,89147209
818,GLE.AX,GLG CORP LTD,Consumer Durables & Apparel,14/12/2005,18154500
819,GLH.AX,GLOBAL HEALTH LIMITED,Health Care Equipment & Services,04/04/2000,6960406
820,GLL.AX,GALILEE ENERGY LIMITED,Energy,15/02/1996,38931812
821,GLN.AX,GALAN LITHIUM LIMITED,Materials,08/06/2011,289747248
822,GLV.AX,GLOBAL OIL & GAS LIMITED,Energy,25/05/2005,5786094
823,GMD.AX,GENESIS MINERALS LIMITED,Materials,02/08/2007,599273263
824,GMG.AX,GOODMAN GROUP,Equity Real Estate Investment Trusts (REITs),02/02/2005,37977808841
825,GML.AX,GATEWAY MINING LIMITED,Materials,02/08/1971,10120675
826,GMN.AX,GOLD MOUNTAIN LIMITED,Materials,02/09/2011,9849663
827,GMR.AX,GOLDEN RIM RESOURCES LTD,Materials,13/08/1987,18339239
828,GNC.AX,GRAINCORP LIMITED,Consumer Staples Distribution & Retail,30/03/1998,1673553998
829,GNE.AX,GENESIS ENERGY LIMITED,Utilities,17/04/2014,2673832627
830,GNG.AX,GR ENGINEERING SERVICES LIMITED,Materials,19/04/2011,332828539
831,GNMDB.AX,GREAT NORTHERN MINERALS LIMITED,Materials,05/03/2008,--
832,GNP.AX,GENUSPLUS GROUP LTD,Capital Goods,14/12/2020,181279447
833,GNX.AX,GENEX POWER LIMITED,Utilities,08/07/2015,228554228
834,GO2.AX,THE GO2 PEOPLE LTD,Commercial & Professional Services,31/10/2017,SUSPENDED
835,GOR.AX,GOLD ROAD RESOURCES LIMITED,Materials,04/07/2006,1725474226
836,GOW.AX,GOWING BROS LIMITED,Financial Services,31/07/1962,137009591
837,GOZ.AX,GROWTHPOINT PROPERTIES AUSTRALIA,Equity Real Estate Investment Trusts (REITs),04/07/2007,2162677806
838,GPR.AX,GEOPACIFIC RESOURCES LTD,Materials,09/05/2006,16423822
839,GPS.AX,GPS ALLIANCE HOLDINGS LIMITED,Real Estate Management & Development,02/07/2013,SUSPENDED
840,GPT.AX,GPT GROUP,Equity Real Estate Investment Trusts (REITs),01/04/1971,7930490560
841,GQG.AX,GQG PARTNERS INC.,Financial Services,26/10/2021,4074871499
842,GRE.AX,GREENTECH METALS LIMITED,Materials,04/01/2022,30040175
843,GRL.AX,GODOLPHIN RESOURCES LIMITED,Materials,18/12/2019,6273581
844,GRR.AX,GRANGE RESOURCES LIMITED.,Materials,27/03/1986,590242736
845,GRV.AX,GREENVALE ENERGY LTD,Energy,28/07/1971,41977452
846,GRX.AX,GREENX METALS LIMITED,Materials,06/09/1993,273027928
847,GSM.AX,GOLDEN STATE MINING LIMITED,Materials,08/11/2018,5770568
848,GSN.AX,GREAT SOUTHERN MINING LIMITED,Materials,14/04/2011,12157952
849,GSR.AX,GREENSTONE RESOURCES LIMITED,Materials,12/12/2000,19504998
850,GSS.AX,GENETIC SIGNATURES LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",31/03/2015,74571118
851,GT1.AX,GREEN TECHNOLOGY METALS LIMITED,Materials,10/11/2021,183636952
852,GTE.AX,GREAT WESTERN EXPLORATION LIMITED.,Materials,05/06/2007,10866019
853,GTG.AX,GENETIC TECHNOLOGIES LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",30/07/1987,28854145
854,GTI.AX,GRATIFII LIMITED,Software & Services,17/07/2008,15774558
855,GTK.AX,GENTRACK GROUP LIMITED,Software & Services,25/06/2014,380470892
856,GTN.AX,GTN LIMITED,Media & Entertainment,01/06/2016,94479751
857,GTR.AX,GTI ENERGY LTD,Materials,10/08/2007,13634279
858,GUD.AX,G.U.D. HOLDINGS LIMITED,Automobiles & Components,30/06/1962,1227192802
859,GUL.AX,GULLEWA LIMITED,Materials,19/06/1980,10963294
860,GVF.AX,GLOBAL VALUE FUND LIMITED,Not Applic,21/07/2014,195868515
861,GW1.AX,GREENWING RESOURCES LTD,Materials,20/10/2005,31481053
862,GWA.AX,GWA GROUP LIMITED.,Capital Goods,20/05/1993,448196641
863,GWR.AX,GWR GROUP LIMITED,Materials,24/12/2004,20879083
864,H2G.AX,GREENHY2 LIMITED,Commercial & Professional Services,04/12/1980,5862582
865,HAL.AX,HALO TECHNOLOGIES HOLDINGS LTD,Financial Services,26/04/2022,14891949
866,HAR.AX,HARANGA RESOURCES LIMITED.,Materials,27/01/2022,7515036
867,HAS.AX,HASTINGS TECHNOLOGY METALS LTD,Materials,20/02/2008,163534965
868,HAV.AX,HAVILAH RESOURCES LIMITED,Materials,21/03/2002,72827018
869,HAW.AX,HAWTHORN RESOURCES LIMITED,Materials,03/07/1986,48577264
870,HCD.AX,HYDROCARBON DYNAMICS LIMITED,Energy,21/04/2006,5197327
871,HCF.AX,H&G HIGH CONVICTION LIMITED,Not Applic,25/10/2022,23179971
872,HCH.AX,HOT CHILI LIMITED,Materials,03/05/2010,122431336
873,HCT.AX,HOLISTA COLLTECH LIMITED,Household & Personal Products,26/02/2004,3903201
874,HCW.AX,HEALTHCO HEALTHCARE AND WELLNESS REIT,Equity Real Estate Investment Trusts (REITs),06/09/2021,765426360
875,HDN.AX,HOMECO DAILY NEEDS REIT,Equity Real Estate Investment Trusts (REITs),23/11/2020,2416639040
876,HE8.AX,HELIOS ENERGY LTD,Energy,20/10/2010,184887510
877,HFR.AX,HIGHFIELD RESOURCES LIMITED,Materials,07/02/2012,196526919
878,HFY.AX,HUBIFY LIMITED,Telecommunication Services,12/01/2017,9922726
879,HGH.AX,HEARTLAND GROUP HOLDINGS LIMITED,Banks,01/11/2018,1085777046
880,HGL.AX,HUDSON INVESTMENT GROUP LIMITED,Real Estate Management & Development,09/06/1994,11871987
881,HGO.AX,HILLGROVE RESOURCES LIMITED,Materials,22/07/1994,105158405
882,HGV.AX,HYGROVEST LIMITED,Not Applic,22/01/2015,9884598
883,HHR.AX,HARTSHEAD RESOURCES NL,Energy,14/02/2012,73025735
884,HIL.AX,HILLS LIMITED,Technology Hardware & Equipment,30/06/1962,SUSPENDED
885,HIO.AX,HAWSONS IRON LTD,Materials,14/11/2007,36762842
886,HIQ.AX,HITIQ LIMITED,Health Care Equipment & Services,16/06/2021,5869144
887,HIT.AX,HITECH GROUP AUSTRALIA LIMITED,Commercial & Professional Services,17/04/2000,74272000
888,HLA.AX,HEALTHIA LIMITED,Health Care Equipment & Services,11/09/2018,145098696
889,HLI.AX,HELIA GROUP LIMITED,Financial Services,20/05/2014,1065940897
890,HLO.AX,HELLOWORLD TRAVEL LIMITED,Consumer Services,13/09/2000,398421562
891,HLS.AX,HEALIUS LIMITED,Health Care Equipment & Services,03/07/1998,1805406008
892,HLX.AX,HELIX RESOURCES LIMITED,Materials,22/05/1986,13938875
893,HM1.AX,HEARTS AND MINDS INVESTMENTS LIMITED,Not Applic,14/11/2018,510229397
894,HMC.AX,HMC CAPITAL LIMITED,Equity Real Estate Investment Trusts (REITs),14/10/2019,1668542678
895,HMD.AX,HERAMED LIMITED,Health Care Equipment & Services,12/12/2018,14802080
896,HMG.AX,HAMELIN GOLD LIMITED,Materials,05/11/2021,13275000
897,HMI.AX,HIREMII LIMITED,Commercial & Professional Services,11/05/2021,5393760
898,HMX.AX,HAMMER METALS LIMITED,Materials,25/02/2003,53664182
899,HMY.AX,HARMONEY CORP LIMITED,Financial Services,19/11/2020,31990010
900,HNG.AX,HANCOCK & GORE LTD,Capital Goods,24/08/1971,69862321
901,HNR.AX,HANNANS LTD,Materials,05/12/2003,37093160
902,HOR.AX,HORSESHOE METALS LIMITED,Materials,29/07/2010,7721744
903,HPC.AX,THE HYDRATION PHARMACEUTICALS COMPANY LIMITED,Household & Personal Products,14/12/2021,10023406
904,HPG.AX,HIPAGES GROUP HOLDINGS LTD,Media & Entertainment,12/11/2020,98501638
905,HPI.AX,HOTEL PROPERTY INVESTMENTS,Equity Real Estate Investment Trusts (REITs),10/12/2013,635351805
906,HPP.AX,HEALTH AND PLANT PROTEIN GROUP LIMITED,"Food, Beverage & Tobacco",14/12/1989,6141037
907,HPR.AX,HIGH PEAK ROYALTIES LIMITED,Energy,30/03/2007,12537384
908,HRE.AX,HEAVY RARE EARTHS LIMITED,Class Pend,24/08/2022,6417864
909,HRN.AX,HORIZON GOLD LIMITED,Materials,21/12/2016,41309942
910,HRZ.AX,HORIZON MINERALS LIMITED,Materials,06/02/1992,29273314
911,HSN.AX,HANSEN TECHNOLOGIES LIMITED,Software & Services,01/06/2000,1017841510
912,HT8.AX,HARRIS TECHNOLOGY GROUP LIMITED,Transportation,24/06/1999,3888761
913,HTA.AX,HUTCHISON TELECOMMUNICATIONS (AUSTRALIA) LIMITED,Telecommunication Services,17/08/1999,583617869
914,HTG.AX,HARVEST TECHNOLOGY GROUP LTD,Technology Hardware & Equipment,12/05/2016,23377318
915,HTM.AX,HIGH-TECH METALS LTD,Materials,23/01/2023,6239602
916,HUB.AX,HUB24 LIMITED,Financial Services,05/07/2007,2157366887
917,HUM.AX,HUMM GROUP LIMITED,Financial Services,12/12/2006,214282675
918,HVM.AX,HAPPY VALLEY NUTRITION LIMITED,"Food, Beverage & Tobacco",23/01/2020,3198364
919,HVN.AX,HARVEY NORMAN HOLDINGS LIMITED,Consumer Discretionary Distribution & Retail,03/09/1987,4024601492
920,HVY.AX,HEAVY MINERALS LIMITED,Materials,14/09/2021,5926092
921,HXG.AX,HEXAGON ENERGY MATERIALS LIMITED,Materials,30/10/2008,5642075
922,HXL.AX,HEXIMA LIMITED.,"Pharmaceuticals, Biotechnology & Life Sciences",01/12/2020,3340793
923,HYD.AX,HYDRIX LIMITED,Technology Hardware & Equipment,11/05/2001,7372347
924,HYT.AX,HYTERRA LTD,Energy,14/12/2005,8971246
925,HZN.AX,HORIZON OIL LIMITED,Energy,30/06/1981,216194800
926,HZR.AX,HAZER GROUP LIMITED,Materials,02/12/2015,115901745
927,IAG.AX,INSURANCE AUSTRALIA GROUP LIMITED,Insurance,08/08/2000,13772685217
928,IAM.AX,INCOME ASSET MANAGEMENT GROUP LIMITED.,Financial Services,14/01/1987,36402707
929,IBC.AX,IRONBARK CAPITAL LIMITED,Not Applic,02/04/1987,49952617
930,IBG.AX,IRONBARK ZINC LTD,Materials,16/08/2006,11734274
931,IBX.AX,IMAGION BIOSYSTEMS LIMITED,Health Care Equipment & Services,22/06/2017,14011989
932,ICE.AX,ICETANA LIMITED,Software & Services,23/12/2019,8969779
933,ICG.AX,INCA MINERALS LIMITED,Materials,19/06/2008,9670289
934,ICI.AX,ICANDY INTERACTIVE LIMITED,Media & Entertainment,04/02/2016,57714844
935,ICL.AX,ICENI GOLD LIMITED,Materials,14/04/2021,18771429
936,ICN.AX,ICON ENERGY LIMITED,Energy,22/09/1997,3072055
937,ICR.AX,INTELICARE HOLDINGS LIMITED,Health Care Equipment & Services,25/05/2020,2738033
938,ID8.AX,IDENTITII LIMITED,Software & Services,17/10/2018,5745558
939,IDA.AX,INDIANA RESOURCES LIMITED,Materials,17/07/1986,23918166
940,IDT.AX,IDT AUSTRALIA LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",18/02/1991,19805071
941,IDX.AX,INTEGRAL DIAGNOSTICS LIMITED,Health Care Equipment & Services,21/10/2015,743363652
942,IEC.AX,INTRA ENERGY CORPORATION LIMITED,Energy,04/07/2007,4234690
943,IEL.AX,IDP EDUCATION LIMITED,Consumer Services,26/11/2015,6120613280
944,IEQ.AX,INTERNATIONAL EQUITIES CORPORATION LIMITED.,Real Estate Management & Development,11/03/1993,4359602
945,IFL.AX,INSIGNIA FINANCIAL LTD,Financial Services,05/12/2003,1901656955
946,IFM.AX,INFOMEDIA LTD,Software & Services,16/08/2000,576833045
947,IFT.AX,INFRATIL LIMITED.,Utilities,30/08/2010,7062588338
